ProductReference;ProductName;GarmentType;Material;Size;Collection;Weight
PRD04007;Jacket Cotton L;Jacket;Cotton;L;Winter;0.82
PRD04008;Jacket Polyester M;Jacket;Polyester;M;Summer;0.61
PRD04009;Coat Polyester M;Coat;Polyester;M;Summer;1.14
PRD04010;Shirt Denim S;Shirt;Denim;S;Summer;0.22
PRD04011;Shirt Linen M;Shirt;Linen;M;Winter;0.2
PRD04012;Jacket Silk L;Jacket;Silk;L;Summer;0.55
PRD04013;Coat Cotton XS;Coat;Cotton;XS;Winter;1.71
PRD04014;Shirt Linen M;Shirt;Linen;M;Summer;0.17
PRD04015;Suit Cotton L;Suit;Cotton;L;Winter;0.97
PRD04016;Pants Cotton S;Pants;Cotton;S;Winter;0.35
PRD04017;Blouse Denim S;Blouse;Denim;S;Autumn;0.31
PRD04018;Blouse Cotton L;Blouse;Cotton;L;Autumn;0.22
PRD04019;Pants Denim M;Pants;Denim;M;Summer;0.54
PRD04020;Pants Cotton S;Pants;Cotton;S;Spring;0.4
PRD04021;Jacket Linen M;Jacket;Linen;M;Summer;0.83
PRD04022;Pants Cotton M;Pants;Cotton;M;Winter;0.34
PRD04023;Coat Cotton L;Coat;Cotton;L;Winter;1.68
PRD04024;T-Shirt Cotton L;T-Shirt;Cotton;L;Spring;0.14
PRD04025;Coat Polyester M;Coat;Polyester;M;Spring;1.24
PRD04026;T-Shirt Cotton M;T-Shirt;Cotton;M;Autumn;0.13
PRD04027;Jacket Wool XL;Jacket;Wool;XL;Spring;0.98
PRD04028;Shirt Cotton S;Shirt;Cotton;S;Spring;0.15
PRD04029;Sweater Cotton S;Sweater;Cotton;S;Autumn;0.65
PRD04030;Jacket Cotton XL;Jacket;Cotton;XL;Winter;0.81
PRD04031;Coat Polyester XL;Coat;Polyester;XL;Spring;1.41
PRD04032;Pants Linen S;Pants;Linen;S;Winter;0.28
PRD04033;Shirt Silk S;Shirt;Silk;S;Autumn;0.14
PRD04034;Hoodie Cotton M;Hoodie;Cotton;M;Summer;0.85
PRD04035;Shirt Polyester XS;Shirt;Polyester;XS;Summer;0.13
PRD04036;Hoodie Linen L;Hoodie;Linen;L;Summer;0.72
PRD04037;Hoodie Cotton S;Hoodie;Cotton;S;Winter;0.86
PRD04038;T-Shirt Polyester S;T-Shirt;Polyester;S;Winter;0.13
PRD04039;Suit Polyester M;Suit;Polyester;M;Winter;0.81
PRD04040;Skirt Cotton XL;Skirt;Cotton;XL;Winter;0.26
PRD04041;T-Shirt Cotton M;T-Shirt;Cotton;M;Summer;0.12
PRD04042;Pants Cotton M;Pants;Cotton;M;Autumn;0.42
PRD04043;Dress Polyester XL;Dress;Polyester;XL;Spring;0.39
PRD04044;Suit Cotton M;Suit;Cotton;M;Autumn;1.16
PRD04045;Jacket Cotton M;Jacket;Cotton;M;Summer;0.77
PRD04046;Jacket Cotton M;Jacket;Cotton;M;Winter;0.89
PRD04047;Pants Cotton S;Pants;Cotton;S;Winter;0.42
PRD04048;Skirt Cotton M;Skirt;Cotton;M;Autumn;0.32
PRD04049;T-Shirt Silk M;T-Shirt;Silk;M;Spring;0.11
PRD04050;Pants Cotton M;Pants;Cotton;M;Spring;0.42
PRD04051;Shorts Wool S;Shorts;Wool;S;Spring;0.28
PRD04052;Coat Cotton M;Coat;Cotton;M;Autumn;1.46
PRD04053;T-Shirt Wool M;T-Shirt;Wool;M;Winter;0.17
PRD04054;Skirt Polyester S;Skirt;Polyester;S;Summer;0.27
PRD04055;T-Shirt Cotton S;T-Shirt;Cotton;S;Autumn;0.13
PRD04056;Shirt Linen XL;Shirt;Linen;XL;Winter;0.17
PRD04057;T-Shirt Polyester M;T-Shirt;Polyester;M;Spring;0.13
PRD04058;Shirt Linen S;Shirt;Linen;S;Summer;0.19
PRD04059;Blouse Polyester L;Blouse;Polyester;L;Autumn;0.2
PRD04060;Hoodie Denim S;Hoodie;Denim;S;Spring;1.3
PRD04061;Pants Linen L;Pants;Linen;L;Spring;0.37
PRD04062;Pants Denim L;Pants;Denim;L;Winter;0.49
PRD04063;Sweater Polyester L;Sweater;Polyester;L;Summer;0.49
PRD04064;Pants Polyester L;Pants;Polyester;L;Winter;0.34
PRD04065;T-Shirt Linen S;T-Shirt;Linen;S;Summer;0.12
PRD04066;Shirt Silk L;Shirt;Silk;L;Autumn;0.14
PRD04067;Shirt Denim S;Shirt;Denim;S;Winter;0.29
PRD04068;Hoodie Cotton M;Hoodie;Cotton;M;Spring;0.88
PRD04069;Coat Linen XL;Coat;Linen;XL;Summer;1.29
PRD04070;T-Shirt Cotton M;T-Shirt;Cotton;M;Spring;0.15
PRD04071;Pants Polyester XL;Pants;Polyester;XL;Summer;0.31
PRD04072;Coat Cotton S;Coat;Cotton;S;Summer;1.35
PRD04073;Skirt Cotton M;Skirt;Cotton;M;Spring;0.35
PRD04074;Skirt Denim S;Skirt;Denim;S;Summer;0.37
PRD04075;Coat Cotton L;Coat;Cotton;L;Autumn;1.62
PRD04076;Skirt Polyester S;Skirt;Polyester;S;Winter;0.22
PRD04077;Jacket Polyester S;Jacket;Polyester;S;Summer;0.68
PRD04078;Pants Cotton M;Pants;Cotton;M;Spring;0.41
PRD04079;Sweater Cotton L;Sweater;Cotton;L;Autumn;0.7
PRD04080;Pants Polyester S;Pants;Polyester;S;Spring;0.33
PRD04081;Coat Cotton L;Coat;Cotton;L;Winter;1.56
PRD04082;Pants Linen S;Pants;Linen;S;Autumn;0.35
PRD04083;Suit Denim XS;Suit;Denim;XS;Summer;1.28
PRD04084;Sweater Cotton M;Sweater;Cotton;M;Winter;0.74
PRD04085;Pants Cotton XL;Pants;Cotton;XL;Winter;0.35
PRD04086;Shirt Polyester S;Shirt;Polyester;S;Autumn;0.14
PRD04087;Shirt Wool S;Shirt;Wool;S;Autumn;0.24
PRD04088;Skirt Cotton L;Skirt;Cotton;L;Summer;0.24
PRD04089;T-Shirt Cotton M;T-Shirt;Cotton;M;Autumn;0.12
PRD04090;Shirt Polyester L;Shirt;Polyester;L;Autumn;0.19
PRD04091;Sweater Denim S;Sweater;Denim;S;Spring;1.05
PRD04092;Pants Cotton M;Pants;Cotton;M;Summer;0.38
PRD04093;Dress Polyester M;Dress;Polyester;M;Spring;0.44
PRD04094;Shorts Denim M;Shorts;Denim;M;Summer;0.43
PRD04095;Pants Wool L;Pants;Wool;L;Summer;0.5
PRD04096;Dress Wool L;Dress;Wool;L;Summer;0.6
PRD04097;Shirt Polyester M;Shirt;Polyester;M;Winter;0.17
PRD04098;Shirt Denim XL;Shirt;Denim;XL;Autumn;0.28
PRD04099;Pants Wool M;Pants;Wool;M;Spring;0.51
PRD04100;Shirt Silk S;Shirt;Silk;S;Winter;0.12
PRD04101;Suit Wool L;Suit;Wool;L;Summer;1.44
PRD04102;Jacket Wool L;Jacket;Wool;L;Spring;1.19
PRD04103;Skirt Cotton XS;Skirt;Cotton;XS;Winter;0.24
PRD04104;Shirt Cotton L;Shirt;Cotton;L;Spring;0.21
PRD04105;Pants Linen M;Pants;Linen;M;Spring;0.43
PRD04106;Suit Cotton L;Suit;Cotton;L;Spring;1.1
PRD04107;Shorts Polyester L;Shorts;Polyester;L;Autumn;0.26
PRD04108;Shirt Cotton M;Shirt;Cotton;M;Spring;0.17
PRD04109;Blouse Linen XS;Blouse;Linen;XS;Winter;0.24
PRD04110;Skirt Cotton L;Skirt;Cotton;L;Summer;0.31
PRD04111;Skirt Linen L;Skirt;Linen;L;Spring;0.29
PRD04112;Dress Polyester S;Dress;Polyester;S;Spring;0.36
PRD04113;Shirt Cotton M;Shirt;Cotton;M;Winter;0.18
PRD04114;Shirt Polyester XL;Shirt;Polyester;XL;Spring;0.16
PRD04115;Skirt Cotton M;Skirt;Cotton;M;Summer;0.29
PRD04116;Pants Cotton S;Pants;Cotton;S;Summer;0.39
PRD04117;Blouse Cotton S;Blouse;Cotton;S;Spring;0.24
PRD04118;Jacket Cotton M;Jacket;Cotton;M;Summer;0.78
PRD04119;Shirt Denim XL;Shirt;Denim;XL;Winter;0.24
PRD04120;Coat Cotton L;Coat;Cotton;L;Spring;1.49
PRD04121;Pants Wool M;Pants;Wool;M;Winter;0.41
PRD04122;Dress Cotton L;Dress;Cotton;L;Winter;0.53
PRD04123;Coat Polyester L;Coat;Polyester;L;Summer;1.23
PRD04124;Blouse Cotton M;Blouse;Cotton;M;Spring;0.22
PRD04125;T-Shirt Wool S;T-Shirt;Wool;S;Spring;0.2
PRD04126;Coat Wool L;Coat;Wool;L;Winter;1.65
PRD04127;Coat Wool M;Coat;Wool;M;Spring;2.01
PRD04128;Shorts Cotton XS;Shorts;Cotton;XS;Winter;0.31
PRD04129;Pants Wool M;Pants;Wool;M;Summer;0.53
PRD04130;Shirt Cotton XL;Shirt;Cotton;XL;Summer;0.2
PRD04131;Pants Cotton M;Pants;Cotton;M;Spring;0.42
PRD04132;Pants Polyester XL;Pants;Polyester;XL;Autumn;0.35
PRD04133;Suit Polyester S;Suit;Polyester;S;Winter;0.95
PRD04134;Suit Polyester L;Suit;Polyester;L;Winter;0.89
PRD04135;Skirt Wool S;Skirt;Wool;S;Autumn;0.38
PRD04136;Shirt Cotton M;Shirt;Cotton;M;Summer;0.17
PRD04137;Sweater Cotton M;Sweater;Cotton;M;Autumn;0.53
PRD04138;Pants Cotton M;Pants;Cotton;M;Autumn;0.39
PRD04139;Suit Wool L;Suit;Wool;L;Summer;1.11
PRD04140;Skirt Polyester L;Skirt;Polyester;L;Autumn;0.22
PRD04141;Pants Cotton M;Pants;Cotton;M;Winter;0.4
PRD04142;Shirt Wool XL;Shirt;Wool;XL;Summer;0.26
PRD04143;Shirt Polyester M;Shirt;Polyester;M;Winter;0.15
PRD04144;T-Shirt Polyester S;T-Shirt;Polyester;S;Winter;0.13
PRD04145;Blouse Polyester S;Blouse;Polyester;S;Autumn;0.2
PRD04146;Suit Polyester M;Suit;Polyester;M;Summer;0.8
PRD04147;Shirt Wool L;Shirt;Wool;L;Spring;0.28
PRD04148;Jacket Cotton XS;Jacket;Cotton;XS;Autumn;0.81
PRD04149;Sweater Cotton S;Sweater;Cotton;S;Spring;0.7
PRD04150;T-Shirt Cotton S;T-Shirt;Cotton;S;Summer;0.16
PRD04151;Shirt Polyester M;Shirt;Polyester;M;Autumn;0.19
PRD04152;Shirt Silk S;Shirt;Silk;S;Winter;0.14
PRD04153;Coat Polyester S;Coat;Polyester;S;Autumn;1.25
PRD04154;Jacket Cotton M;Jacket;Cotton;M;Autumn;0.79
PRD04155;Pants Linen L;Pants;Linen;L;Summer;0.36
PRD04156;Shirt Linen M;Shirt;Linen;M;Winter;0.17
PRD04157;Skirt Silk M;Skirt;Silk;M;Summer;0.2
PRD04158;T-Shirt Polyester S;T-Shirt;Polyester;S;Spring;0.14
PRD04159;Shorts Silk XL;Shorts;Silk;XL;Spring;0.2
PRD04160;Skirt Cotton M;Skirt;Cotton;M;Summer;0.25
PRD04161;Dress Cotton XL;Dress;Cotton;XL;Autumn;0.51
PRD04162;Shirt Cotton XL;Shirt;Cotton;XL;Winter;0.22
PRD04163;Skirt Wool L;Skirt;Wool;L;Autumn;0.4
PRD04164;Jacket Cotton XS;Jacket;Cotton;XS;Autumn;0.7
PRD04165;Skirt Polyester M;Skirt;Polyester;M;Spring;0.27
PRD04166;Jacket Polyester S;Jacket;Polyester;S;Winter;0.77
PRD04167;Pants Cotton L;Pants;Cotton;L;Spring;0.37
PRD04168;Shirt Silk L;Shirt;Silk;L;Winter;0.14
PRD04169;Pants Cotton XL;Pants;Cotton;XL;Spring;0.35
PRD04170;Shirt Cotton L;Shirt;Cotton;L;Summer;0.24
PRD04171;Shirt Linen M;Shirt;Linen;M;Winter;0.15
PRD04172;Hoodie Cotton M;Hoodie;Cotton;M;Winter;0.86
PRD04173;Jacket Wool M;Jacket;Wool;M;Winter;1.04
PRD04174;Skirt Linen M;Skirt;Linen;M;Summer;0.25
PRD04175;Blouse Denim L;Blouse;Denim;L;Spring;0.29
PRD04176;Hoodie Silk XL;Hoodie;Silk;XL;Summer;0.63
PRD04177;Skirt Cotton M;Skirt;Cotton;M;Autumn;0.37
PRD04178;T-Shirt Polyester L;T-Shirt;Polyester;L;Autumn;0.12
PRD04179;Pants Cotton L;Pants;Cotton;L;Autumn;0.39
PRD04180;Pants Cotton M;Pants;Cotton;M;Spring;0.36
PRD04181;Jacket Cotton M;Jacket;Cotton;M;Summer;0.83
PRD04182;Coat Cotton L;Coat;Cotton;L;Spring;1.63
PRD04183;Coat Silk M;Coat;Silk;M;Summer;0.99
PRD04184;Pants Cotton S;Pants;Cotton;S;Summer;0.42
PRD04185;Shirt Polyester M;Shirt;Polyester;M;Winter;0.15
PRD04186;Suit Polyester XL;Suit;Polyester;XL;Winter;0.65
PRD04187;Shirt Polyester XS;Shirt;Polyester;XS;Autumn;0.17
PRD04188;Skirt Denim L;Skirt;Denim;L;Winter;0.47
PRD04189;Coat Cotton L;Coat;Cotton;L;Summer;1.32
PRD04190;Coat Polyester L;Coat;Polyester;L;Winter;1.22
PRD04191;Sweater Polyester M;Sweater;Polyester;M;Autumn;0.63
PRD04192;Blouse Cotton L;Blouse;Cotton;L;Autumn;0.25
PRD04193;Dress Polyester M;Dress;Polyester;M;Summer;0.34
PRD04194;Sweater Linen S;Sweater;Linen;S;Summer;0.63
PRD04195;Suit Cotton XL;Suit;Cotton;XL;Winter;1.15
PRD04196;Shirt Cotton M;Shirt;Cotton;M;Winter;0.19
PRD04197;Shirt Cotton L;Shirt;Cotton;L;Summer;0.2
PRD04198;Pants Linen M;Pants;Linen;M;Summer;0.32
PRD04199;Jacket Wool S;Jacket;Wool;S;Winter;0.95
PRD04200;Suit Polyester XL;Suit;Polyester;XL;Spring;0.83
PRD04201;T-Shirt Polyester L;T-Shirt;Polyester;L;Summer;0.12
PRD04202;Shirt Silk S;Shirt;Silk;S;Summer;0.13
PRD04203;Shirt Linen XL;Shirt;Linen;XL;Autumn;0.19
PRD04204;Shorts Linen L;Shorts;Linen;L;Winter;0.29
PRD04205;Shirt Linen M;Shirt;Linen;M;Winter;0.19
PRD04206;Dress Polyester L;Dress;Polyester;L;Spring;0.39
PRD04207;Skirt Polyester S;Skirt;Polyester;S;Spring;0.23
PRD04208;Skirt Silk M;Skirt;Silk;M;Summer;0.25
PRD04209;Shirt Silk S;Shirt;Silk;S;Summer;0.14
PRD04210;Shirt Cotton M;Shirt;Cotton;M;Winter;0.19
PRD04211;Shirt Cotton M;Shirt;Cotton;M;Autumn;0.17
PRD04212;Skirt Denim L;Skirt;Denim;L;Summer;0.35
PRD04213;Skirt Cotton L;Skirt;Cotton;L;Winter;0.28
PRD04214;Pants Silk S;Pants;Silk;S;Autumn;0.29
PRD04215;Suit Cotton L;Suit;Cotton;L;Winter;0.96
PRD04216;T-Shirt Cotton M;T-Shirt;Cotton;M;Winter;0.15
PRD04217;Shirt Cotton L;Shirt;Cotton;L;Spring;0.17
PRD04218;Dress Cotton S;Dress;Cotton;S;Summer;0.57
PRD04219;Coat Cotton L;Coat;Cotton;L;Winter;1.39
PRD04220;Pants Polyester XL;Pants;Polyester;XL;Spring;0.33
PRD04221;Pants Wool L;Pants;Wool;L;Summer;0.45
PRD04222;Suit Denim XL;Suit;Denim;XL;Summer;1.26
PRD04223;Blouse Polyester M;Blouse;Polyester;M;Winter;0.18
PRD04224;T-Shirt Polyester L;T-Shirt;Polyester;L;Winter;0.12
PRD04225;Skirt Polyester M;Skirt;Polyester;M;Summer;0.22
PRD04226;Sweater Polyester S;Sweater;Polyester;S;Summer;0.58
PRD04227;Jacket Polyester L;Jacket;Polyester;L;Spring;0.63
PRD04228;Suit Cotton L;Suit;Cotton;L;Winter;1.06
PRD04229;Dress Cotton M;Dress;Cotton;M;Spring;0.54
PRD04230;Shirt Cotton XS;Shirt;Cotton;XS;Winter;0.19
PRD04231;Coat Cotton S;Coat;Cotton;S;Autumn;1.55
PRD04232;Skirt Wool M;Skirt;Wool;M;Summer;0.34
PRD04233;Jacket Cotton S;Jacket;Cotton;S;Winter;0.91
PRD04234;Blouse Silk S;Blouse;Silk;S;Winter;0.17
PRD04235;Shirt Silk M;Shirt;Silk;M;Winter;0.14
PRD04236;Pants Denim XL;Pants;Denim;XL;Summer;0.5
PRD04237;Shirt Denim L;Shirt;Denim;L;Summer;0.24
PRD04238;Sweater Cotton M;Sweater;Cotton;M;Spring;0.84
PRD04239;Coat Polyester XL;Coat;Polyester;XL;Winter;1.26
PRD04240;Pants Cotton L;Pants;Cotton;L;Winter;0.4
PRD04241;Coat Linen M;Coat;Linen;M;Winter;1.29
PRD04242;Jacket Silk M;Jacket;Silk;M;Autumn;0.62
PRD04243;Sweater Silk M;Sweater;Silk;M;Summer;0.46
PRD04244;Dress Polyester S;Dress;Polyester;S;Autumn;0.4
PRD04245;Jacket Linen M;Jacket;Linen;M;Summer;0.88
PRD04246;Shorts Cotton M;Shorts;Cotton;M;Summer;0.27
PRD04247;Pants Cotton M;Pants;Cotton;M;Winter;0.42
PRD04248;Shirt Linen L;Shirt;Linen;L;Winter;0.19
PRD04249;Skirt Polyester M;Skirt;Polyester;M;Winter;0.25
PRD04250;Shorts Denim L;Shorts;Denim;L;Autumn;0.38
PRD04251;Jacket Cotton M;Jacket;Cotton;M;Winter;0.75
PRD04252;Shirt Silk XL;Shirt;Silk;XL;Spring;0.14
PRD04253;Pants Polyester M;Pants;Polyester;M;Spring;0.31
PRD04254;Dress Linen XL;Dress;Linen;XL;Summer;0.35
PRD04255;Shirt Linen L;Shirt;Linen;L;Summer;0.17
PRD04256;Suit Silk L;Suit;Silk;L;Spring;0.68
PRD04257;Hoodie Cotton L;Hoodie;Cotton;L;Summer;0.8
PRD04258;Dress Denim S;Dress;Denim;S;Winter;0.66
PRD04259;Jacket Cotton XL;Jacket;Cotton;XL;Winter;0.74
PRD04260;Jacket Cotton S;Jacket;Cotton;S;Summer;0.8
PRD04261;Shirt Polyester M;Shirt;Polyester;M;Spring;0.19
PRD04262;Blouse Linen M;Blouse;Linen;M;Spring;0.25
PRD04263;Jacket Polyester M;Jacket;Polyester;M;Winter;0.68
PRD04264;Jacket Linen L;Jacket;Linen;L;Summer;0.85
PRD04265;Suit Wool XL;Suit;Wool;XL;Summer;1.19
PRD04266;Jacket Cotton M;Jacket;Cotton;M;Autumn;0.8
PRD04267;Suit Denim XL;Suit;Denim;XL;Autumn;1.16
PRD04268;Shirt Cotton M;Shirt;Cotton;M;Summer;0.23
PRD04269;T-Shirt Silk S;T-Shirt;Silk;S;Winter;0.13
PRD04270;Shorts Cotton S;Shorts;Cotton;S;Summer;0.33
PRD04271;Suit Polyester L;Suit;Polyester;L;Autumn;0.91
PRD04272;Shorts Polyester S;Shorts;Polyester;S;Autumn;0.17
PRD04273;Shirt Cotton M;Shirt;Cotton;M;Spring;0.25
PRD04274;Dress Cotton S;Dress;Cotton;S;Summer;0.49
PRD04275;Skirt Cotton M;Skirt;Cotton;M;Spring;0.37
PRD04276;Skirt Cotton L;Skirt;Cotton;L;Winter;0.35
PRD04277;Jacket Cotton M;Jacket;Cotton;M;Spring;0.86
PRD04278;Pants Polyester S;Pants;Polyester;S;Summer;0.31
PRD04279;Shirt Linen M;Shirt;Linen;M;Winter;0.18
PRD04280;Jacket Polyester M;Jacket;Polyester;M;Spring;0.52
PRD04281;Shirt Silk S;Shirt;Silk;S;Winter;0.15
PRD04282;Sweater Polyester M;Sweater;Polyester;M;Spring;0.42
PRD04283;Pants Wool L;Pants;Wool;L;Winter;0.47
PRD04284;Shirt Wool S;Shirt;Wool;S;Spring;0.28
PRD04285;Skirt Polyester M;Skirt;Polyester;M;Winter;0.26
PRD04286;Skirt Wool M;Skirt;Wool;M;Summer;0.3
PRD04287;Blouse Cotton M;Blouse;Cotton;M;Spring;0.22
PRD04288;Skirt Silk M;Skirt;Silk;M;Summer;0.2
PRD04289;Pants Linen M;Pants;Linen;M;Winter;0.36
PRD04290;T-Shirt Cotton M;T-Shirt;Cotton;M;Summer;0.16
PRD04291;Skirt Linen L;Skirt;Linen;L;Autumn;0.29
PRD04292;Shirt Cotton S;Shirt;Cotton;S;Winter;0.18
PRD04293;Skirt Cotton L;Skirt;Cotton;L;Autumn;0.32
PRD04294;Blouse Cotton M;Blouse;Cotton;M;Summer;0.27
PRD04295;Jacket Linen M;Jacket;Linen;M;Winter;0.76
PRD04296;Pants Linen L;Pants;Linen;L;Summer;0.45
PRD04297;Shirt Linen M;Shirt;Linen;M;Summer;0.19
PRD04298;Shirt Cotton M;Shirt;Cotton;M;Autumn;0.22
PRD04299;Jacket Polyester L;Jacket;Polyester;L;Spring;0.76
PRD04300;Skirt Wool L;Skirt;Wool;L;Winter;0.39
PRD04301;Shirt Cotton XL;Shirt;Cotton;XL;Spring;0.19
PRD04302;Shorts Polyester L;Shorts;Polyester;L;Spring;0.27
PRD04303;Sweater Cotton L;Sweater;Cotton;L;Autumn;0.67
PRD04304;Skirt Cotton XS;Skirt;Cotton;XS;Spring;0.27
PRD04305;T-Shirt Polyester M;T-Shirt;Polyester;M;Winter;0.11
PRD04306;Shirt Wool S;Shirt;Wool;S;Summer;0.27
PRD04307;Dress Cotton S;Dress;Cotton;S;Winter;0.53
PRD04308;Suit Cotton M;Suit;Cotton;M;Winter;1.11
PRD04309;T-Shirt Cotton L;T-Shirt;Cotton;L;Winter;0.16
PRD04310;T-Shirt Cotton M;T-Shirt;Cotton;M;Autumn;0.15
PRD04311;Pants Cotton L;Pants;Cotton;L;Spring;0.41
PRD04312;Shorts Cotton M;Shorts;Cotton;M;Winter;0.32
PRD04313;Shirt Wool M;Shirt;Wool;M;Summer;0.23
PRD04314;Blouse Polyester M;Blouse;Polyester;M;Spring;0.17
PRD04315;Hoodie Linen M;Hoodie;Linen;M;Spring;0.77
PRD04316;Shirt Wool M;Shirt;Wool;M;Spring;0.25
PRD04317;Sweater Cotton L;Sweater;Cotton;L;Spring;0.65
PRD04318;Shirt Cotton S;Shirt;Cotton;S;Winter;0.24
PRD04319;Jacket Silk S;Jacket;Silk;S;Autumn;0.58
PRD04320;Dress Cotton L;Dress;Cotton;L;Winter;0.51
PRD04321;Skirt Cotton M;Skirt;Cotton;M;Summer;0.28
PRD04322;Shorts Cotton M;Shorts;Cotton;M;Spring;0.33
PRD04323;Coat Polyester S;Coat;Polyester;S;Winter;1.05
PRD04324;Dress Polyester M;Dress;Polyester;M;Winter;0.41
PRD04325;T-Shirt Denim L;T-Shirt;Denim;L;Winter;0.19
PRD04326;Shorts Silk L;Shorts;Silk;L;Winter;0.21
PRD04327;Shirt Polyester L;Shirt;Polyester;L;Summer;0.17
PRD04328;Hoodie Cotton S;Hoodie;Cotton;S;Summer;0.8
PRD04329;Shirt Cotton L;Shirt;Cotton;L;Winter;0.17
PRD04330;T-Shirt Cotton S;T-Shirt;Cotton;S;Spring;0.14
PRD04331;Pants Cotton M;Pants;Cotton;M;Summer;0.44
PRD04332;Shirt Cotton S;Shirt;Cotton;S;Winter;0.21
PRD04333;Jacket Cotton L;Jacket;Cotton;L;Winter;0.77
PRD04334;Suit Cotton L;Suit;Cotton;L;Summer;1.2
PRD04335;Jacket Cotton L;Jacket;Cotton;L;Summer;0.9
PRD04336;Shirt Denim L;Shirt;Denim;L;Winter;0.29
PRD04337;Skirt Polyester S;Skirt;Polyester;S;Summer;0.22
PRD04338;Blouse Denim M;Blouse;Denim;M;Autumn;0.36
PRD04339;Jacket Cotton L;Jacket;Cotton;L;Spring;0.83
PRD04340;Pants Polyester L;Pants;Polyester;L;Spring;0.3
PRD04341;Jacket Cotton L;Jacket;Cotton;L;Summer;0.79
PRD04342;Shirt Cotton M;Shirt;Cotton;M;Summer;0.18
PRD04343;T-Shirt Cotton L;T-Shirt;Cotton;L;Spring;0.14
PRD04344;T-Shirt Denim M;T-Shirt;Denim;M;Summer;0.17
PRD04345;Skirt Denim L;Skirt;Denim;L;Autumn;0.43
PRD04346;Jacket Cotton M;Jacket;Cotton;M;Spring;0.79
PRD04347;T-Shirt Cotton XL;T-Shirt;Cotton;XL;Autumn;0.14
PRD04348;Skirt Polyester S;Skirt;Polyester;S;Spring;0.25
PRD04349;T-Shirt Cotton L;T-Shirt;Cotton;L;Winter;0.15
PRD04350;Suit Cotton M;Suit;Cotton;M;Winter;1.11
PRD04351;T-Shirt Cotton S;T-Shirt;Cotton;S;Winter;0.15
PRD04352;Skirt Polyester S;Skirt;Polyester;S;Winter;0.21
PRD04353;Jacket Cotton L;Jacket;Cotton;L;Winter;0.76
PRD04354;Shorts Cotton S;Shorts;Cotton;S;Spring;0.27
PRD04355;Skirt Cotton S;Skirt;Cotton;S;Winter;0.32
PRD04356;Skirt Polyester XL;Skirt;Polyester;XL;Winter;0.27
PRD04357;Pants Denim L;Pants;Denim;L;Winter;0.44
PRD04358;Suit Cotton M;Suit;Cotton;M;Autumn;0.99
PRD04359;Skirt Silk M;Skirt;Silk;M;Summer;0.23
PRD04360;Shirt Linen M;Shirt;Linen;M;Spring;0.15
PRD04361;Shirt Denim L;Shirt;Denim;L;Spring;0.25
PRD04362;Skirt Linen L;Skirt;Linen;L;Autumn;0.27
PRD04363;Sweater Wool L;Sweater;Wool;L;Spring;0.93
PRD04364;Dress Silk S;Dress;Silk;S;Autumn;0.37
PRD04365;Pants Cotton L;Pants;Cotton;L;Summer;0.43
PRD04366;Suit Polyester XS;Suit;Polyester;XS;Winter;0.85
PRD04367;Shirt Denim S;Shirt;Denim;S;Autumn;0.25
PRD04368;Jacket Linen L;Jacket;Linen;L;Summer;0.84
PRD04369;Shirt Denim XS;Shirt;Denim;XS;Summer;0.24
PRD04370;Shirt Linen M;Shirt;Linen;M;Summer;0.13
PRD04371;Pants Silk L;Pants;Silk;L;Spring;0.23
PRD04372;Jacket Wool M;Jacket;Wool;M;Spring;0.95
PRD04373;Shirt Linen XS;Shirt;Linen;XS;Spring;0.17
PRD04374;Jacket Polyester L;Jacket;Polyester;L;Winter;0.61
PRD04375;Dress Silk XL;Dress;Silk;XL;Spring;0.36
PRD04376;Dress Linen L;Dress;Linen;L;Winter;0.5
PRD04377;Jacket Linen M;Jacket;Linen;M;Summer;0.75
PRD04378;T-Shirt Wool S;T-Shirt;Wool;S;Winter;0.19
PRD04379;Shirt Cotton XS;Shirt;Cotton;XS;Summer;0.18
PRD04380;Dress Cotton L;Dress;Cotton;L;Summer;0.47
PRD04381;Shirt Denim S;Shirt;Denim;S;Autumn;0.28
PRD04382;Shirt Polyester L;Shirt;Polyester;L;Summer;0.16
PRD04383;Skirt Cotton M;Skirt;Cotton;M;Summer;0.31
PRD04384;Skirt Cotton M;Skirt;Cotton;M;Autumn;0.32
PRD04385;Blouse Linen L;Blouse;Linen;L;Autumn;0.23
PRD04386;Skirt Linen L;Skirt;Linen;L;Winter;0.31
PRD04387;Shorts Linen L;Shorts;Linen;L;Autumn;0.26
PRD04388;Shirt Polyester XL;Shirt;Polyester;XL;Summer;0.15
PRD04389;Shirt Cotton XL;Shirt;Cotton;XL;Spring;0.16
PRD04390;Shirt Cotton XL;Shirt;Cotton;XL;Summer;0.21
PRD04391;Shirt Cotton L;Shirt;Cotton;L;Winter;0.19
PRD04392;Skirt Linen L;Skirt;Linen;L;Winter;0.3
PRD04393;Suit Cotton L;Suit;Cotton;L;Autumn;1.02
PRD04394;Shirt Polyester S;Shirt;Polyester;S;Summer;0.15
PRD04395;Shorts Polyester M;Shorts;Polyester;M;Winter;0.21
PRD04396;T-Shirt Polyester XS;T-Shirt;Polyester;XS;Winter;0.13
PRD04397;Pants Silk S;Pants;Silk;S;Summer;0.28
PRD04398;Shirt Cotton M;Shirt;Cotton;M;Winter;0.21
PRD04399;Shirt Linen S;Shirt;Linen;S;Spring;0.19
